,city,year,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,kmeans2ciudades
15,sj,1990,33.0,0.18031665,0.1280333,0.2069571,0.1682429,90.75,299.958571429,299.957142857,297.035714286,302.6,298.5,101.9,84.1785714286,90.75,18.5157142857,1.85714285714,301.1928571429,279.83571428570997,305.95,295.95,44.7,1
16,sj,1990,34.0,0.1902333,0.1688,0.1676571,0.1722857,32.4,300.332857143,300.414285714,296.728571429,302.5,298.1,25.9,80.9471428571,32.4,18.1742857143,2.48571428571,301.4928571429,280.16428571429,306.45,296.45,5.4,3
17,sj,1990,35.0,0.2529,0.33075,0.2641714,0.2843143,40.94,300.118571429,300.221428571,297.017142857,302.2,298.7,39.8,83.3485714286,40.94,18.5157142857,1.9,301.80714285709996,279.67857142856997,305.34999999999997,297.54999999999995,13.7,3
18,sj,1990,36.0,0.2354,0.200025,0.2838167,0.2304429,28.86,300.53,300.635714286,296.117142857,303.8,298.0,30.4,77.1728571429,28.86,17.56,3.47142857143,301.4785714286,280.76428571429,305.95,296.45,14.2,3
19,sj,1990,37.0,0.1279667,0.4371,0.1234,0.1482833,64.56,300.674285714,300.792857143,297.192857143,302.9,299.0,24.18,81.5514285714,64.56,18.7771428571,2.9,301.83571428569996,281.20714285713996,307.04999999999995,297.54999999999995,25.9,3
20,sj,1990,38.0,0.19635,0.1824333,0.2548286,0.3056857,143.73,299.857142857,299.9,296.431428571,301.7,298.7,36.6,81.6371428571,143.73,17.8928571429,1.74285714286,301.39285714289997,281.26428571429,305.95,297.04999999999995,3.3,1
21,sj,1990,39.0,0.1161,0.2609,0.1994429,0.2442167,51.39,300.427142857,300.6,296.028571429,302.4,299.1,16.4,77.0485714286,51.39,17.4685714286,2.25714285714,301.4928571429,280.87857142856996,305.95,297.54999999999995,15.8,3
22,sj,1990,40.0,0.22855,0.18975,0.2124857,0.2011857,31.18,300.775714286,300.85,296.664285714,303.3,299.1,36.1,78.52,31.18,18.18,2.9,301.9214285714,281.17857142856997,306.45,297.04999999999995,11.7,3
23,sj,1990,41.0,0.17115,0.06755,0.1794667,0.1577167,51.42,299.857142857,299.942857143,296.928571429,301.8,298.1,132.4,84.11,51.42,18.5128571429,2.57142857143,301.7785714286,280.46428571429,306.45,297.54999999999995,57.7,1
24,sj,1990,42.0,0.158675,0.0702,0.1816167,0.16575,143.55,299.195714286,299.307142857,296.544285714,301.5,297.5,40.1255940934066,85.6214285714,45.70209134615384,18.1157142857,1.87142857143,300.7785714286,280.54999999999995,305.95,296.45,39.362293956043956,2
25,sj,1990,43.0,0.1462,0.08975,0.1288286,0.1239286,127.03,298.902857143,299.042857143,296.257142857,300.9,297.2,94.52,85.5028571429,127.03,17.75,1.8,299.9214285714,280.77857142857,305.34999999999997,294.84999999999997,91.5,1
26,sj,1990,44.0,0.25225,0.1834333,0.318,0.2959,101.35,299.727142857,299.778571429,296.534285714,301.4,298.5,22.26,82.7871428571,101.35,18.0342857143,1.78571428571,301.1214285714,281.79285714286,306.45,295.95,6.3,2
27,sj,1990,45.0,0.1526,0.181775,0.1783286,0.1866286,20.46,299.972857143,300.035714286,296.564285714,302.2,298.5,14.4,81.7157142857,20.46,18.0742857143,2.38571428571,301.6214285714,281.57857142857,306.45,297.04999999999995,6.6,3
28,sj,1990,46.0,0.2908,0.2246,0.1803857,0.2348857,20.0,300.35,300.5,295.687142857,302.3,298.8,7.1,75.7285714286,20.0,17.0857142857,2.2,300.6928571429,281.75,305.95,295.34999999999997,38.9,2
29,sj,1990,47.0,0.2722,0.33035,0.1316333,0.1253833,20.04,299.511428571,299.635714286,295.375714286,301.6,297.0,36.7,78.1514285714,20.04,16.7528571429,2.52857142857,299.95,280.56428571428995,304.84999999999997,295.34999999999997,9.6,2
30,sj,1990,48.0,0.1367667,0.216525,0.1767857,0.1415857,33.61,298.238571429,298.264285714,294.811428571,300.2,296.5,44.3,81.3857142857,33.61,16.2085714286,1.98571428571,299.34999999999997,280.27857142857,304.25,293.75,26.7,2
31,sj,1990,49.0,0.1098,0.0886,0.2667833,0.2517,9.96,298.542857143,298.685714286,294.782857143,300.8,296.7,71.8,79.9085714286,9.96,16.1614285714,2.05714285714,299.1357142857,278.69285714285996,302.54999999999995,295.34999999999997,69.0,2
32,sj,1990,50.0,0.12135,0.26166,0.1913857,0.2099857,0.0,298.202857143,298.278571429,292.004285714,300.6,296.1,4.1,68.7228571429,0.0,13.6157142857,2.98571428571,297.83571428569996,280.92142857143,302.54999999999995,292.54999999999995,2.8,2
33,sj,1990,51.0,0.2931333,0.2668667,0.2608571,0.3027286,52.45,298.297142857,298.378571429,294.558571429,300.9,296.0,32.31,80.0828571429,52.45,15.9542857143,2.87142857143,298.86428571429997,279.73571428571,303.75,294.25,19.8,2
34,sj,1990,52.0,0.3025,0.2772333,0.1712667,0.1616222,0.0,298.038571429,298.085714286,292.105714286,299.8,295.3,5.46,69.6814285714,0.0,13.6828571429,2.28571428571,298.30714285709996,278.99285714286,302.04999999999995,294.25,20.9,2
35,sj,1991,1.0,0.1465,0.1404667,0.1515,0.1673143,0.0,297.06,297.135714286,291.907142857,299.0,293.9,4.8,72.9385714286,0.0,13.5114285714,2.52857142857,297.53571428569995,280.60714285714,302.54999999999995,292.04999999999995,5.3,4
36,sj,1991,2.0,0.20809999999999998,0.1004667,0.2519,0.1376167,15.85,297.674285714,297.828571429,293.282857143,299.3,295.8,26.33,76.6285714286,15.85,14.6714285714,1.88571428571,298.06428571429996,279.46428571429,301.45,294.25,31.7,4
37,sj,1991,3.0,0.2697,0.2935667,0.2599429,0.2179,0.0,297.422857143,297.657142857,293.412857143,299.3,296.1,27.4,78.5,0.0,14.7985714286,2.0,298.39285714289997,279.72142857142995,302.54999999999995,294.25,16.5,4
38,sj,1991,4.0,0.3313,0.3093333,0.2210286,0.2027571,0.0,297.884285714,298.15,292.382857143,300.3,296.0,0.7,71.5971428571,0.0,13.8785714286,2.55714285714,297.86428571429997,280.92142857143,302.54999999999995,291.45,6.8,4
39,sj,1991,5.0,0.0917,0.246425,0.2438571,0.1956,0.0,298.044285714,298.228571429,292.572857143,300.1,295.0,5.7,71.7842857143,0.0,14.0442857143,2.77142857143,297.9785714286,281.30714285714,303.15,292.04999999999995,5.9,4
40,sj,1991,6.0,0.3801,0.2285667,0.2550429,0.2258,0.0,297.74,297.928571429,293.15,299.7,295.0,19.69,75.7942857143,0.0,14.5414285714,2.42857142857,298.2071428571,280.03571428570996,303.15,293.75,7.3,4
41,sj,1991,7.0,0.0712,0.2211,0.2762429,0.2673429,18.05,296.884285714,297.114285714,292.972857143,300.2,294.1,21.4,78.8957142857,18.05,14.46,3.2,298.29285714289995,282.02142857142996,305.34999999999997,292.04999999999995,5.6,4
42,sj,1991,8.0,0.1207,0.2094,0.1084333,0.1194,0.0,297.414285714,297.614285714,293.631428571,300.1,295.8,26.2,79.74,0.0,15.0357142857,2.57142857143,298.9928571429,281.62142857143,305.34999999999997,293.15,17.8,4
43,sj,1991,9.0,0.1702,0.2086,0.13752,0.1914333,31.79,297.505714286,297.828571429,293.407142857,299.8,295.8,23.8,77.9771428571,31.79,14.7942857143,2.11428571429,298.4071428571,280.34999999999997,303.75,293.15,30.7,4
44,sj,1991,10.0,0.21075,0.2641,0.2476857,0.2163571,0.0,297.777142857,298.078571429,293.531428571,300.3,296.4,8.3,77.3157142857,0.0,14.92,2.24285714286,299.1642857143,281.46428571429,304.25,293.75,10.9,4
45,sj,1991,11.0,0.169325,0.22125,0.21325,0.2405429,0.0,297.431428571,297.635714286,293.335714286,300.1,295.7,13.37,78.1385714286,0.0,14.7871428571,2.72857142857,299.07857142859996,282.12142857143,304.84999999999997,293.75,3.6,4
46,sj,1991,12.0,0.1279,0.1784,0.1470143,0.1593,0.0,297.407142857,297.614285714,293.254285714,300.4,295.4,11.1,77.8828571429,0.0,14.7457142857,2.54285714286,299.2357142857,280.12142857143,305.34999999999997,294.25,5.7,4
47,sj,1991,13.0,0.28035,0.223575,0.2478833,0.2473857,0.0,297.47,297.692857143,293.74,301.0,295.7,21.26,80.0014285714,0.0,15.1485714286,2.75714285714,299.2071428571,279.73571428571,305.34999999999997,295.34999999999997,26.9,4
48,sj,1991,14.0,0.1691,0.216825,0.2605143,0.2219714,12.92,297.064285714,297.185714286,292.48,299.4,295.4,20.9,75.6628571429,12.92,13.9914285714,2.28571428571,298.39285714289997,279.96428571429,302.04999999999995,293.75,4.1,4
49,sj,1991,15.0,0.1765,0.2763,0.1845333,0.1773667,6.0,297.372857143,297.657142857,293.615714286,299.2,295.9,19.78,79.6285714286,6.0,14.9928571429,2.62857142857,298.45,279.66428571429,302.04999999999995,294.25,18.8,4
50,sj,1991,16.0,0.0774,0.1024,0.16355,0.2061667,44.57,297.284285714,297.392857143,292.17,298.9,296.0,21.9,73.3514285714,44.57,13.7328571429,2.01428571429,298.6642857143,279.42142857143,302.54999999999995,294.25,19.4,4
51,sj,1991,17.0,0.14328335,0.18845,0.1883143,0.2249429,32.72,298.074285714,298.235714286,294.028571429,299.6,296.7,19.7,78.4471428571,32.72,15.4614285714,2.3,299.6785714286,281.16428571429,305.95,294.84999999999997,3.5,0
52,sj,1991,18.0,0.2091667,0.160575,0.1761714,0.1761714,0.0,298.831428571,299.071428571,294.97,301.0,297.1,8.38,79.36,0.0,16.3142857143,2.8,300.4642857143,280.86428571428996,305.34999999999997,295.95,2.8,0
53,sj,1991,19.0,0.11595,0.180175,0.1063857,0.1111857,35.38,298.638571429,298.721428571,294.812857143,300.9,297.2,20.6,79.5414285714,35.38,16.1857142857,2.41428571429,300.07857142859996,280.07857142857,304.84999999999997,295.95,40.2,0
54,sj,1991,20.0,0.091425,0.10455,0.15115,0.0964,4.16,298.325714286,298.407142857,294.618571429,300.1,296.6,35.37,80.0671428571,4.16,15.9742857143,2.5,299.6785714286,279.73571428571,303.75,295.95,32.8,0
55,sj,1991,21.0,0.0669,0.1335667,0.09711667,0.1356,51.16,298.584285714,298.457142857,295.124285714,300.4,297.0,59.3,81.3014285714,51.16,16.5014285714,1.85714285714,300.53571428569995,279.84999999999997,304.84999999999997,295.95,3.6,0
56,sj,1991,22.0,0.1401,0.1594667,0.2143167,0.2571,55.37,298.808571429,298.885714286,295.274285714,301.1,297.3,43.4,81.0885714286,55.37,16.6457142857,2.14285714286,301.09285714289996,280.16428571429,306.45,296.45,5.6,0
57,sj,1991,23.0,0.08585,0.087,0.1196,0.1659286,8.08,299.518571429,299.75,294.925714286,301.6,297.4,5.0,76.0742857143,8.08,16.3242857143,2.87142857143,301.2214285714,280.65,306.45,296.45,20.6,3
58,sj,1991,24.0,0.1091,0.1564667,0.1734286,0.1739714,6.09,299.891428571,300.071428571,295.492857143,301.8,298.4,5.82,77.0357142857,6.09,16.8828571429,2.4,301.37857142859997,281.12142857143,307.04999999999995,297.04999999999995,9.4,3
59,sj,1991,25.0,0.0596,0.09235,0.1301286,0.1306429,44.25,299.775714286,299.971428571,296.3,301.9,298.4,17.0,81.4214285714,44.25,17.7042857143,2.17142857143,302.07857142859996,280.29285714286,307.04999999999995,298.15,3.3,3
60,sj,1991,26.0,0.07965,0.122,0.1851143,0.1582429,73.76,299.41,299.478571429,296.228571429,302.5,297.7,37.8,82.7457142857,73.76,17.6285714286,2.04285714286,301.06428571429996,280.54999999999995,305.95,295.95,12.4,1
61,sj,1991,27.0,0.08827499999999999,0.1779333,0.2015286,0.1981571,26.7,299.371428571,299.385714286,295.945714286,302.4,297.4,51.99,81.6942857143,26.7,17.3528571429,2.14285714286,301.52142857139995,279.75,305.95,297.04999999999995,24.7,1
62,sj,1991,28.0,0.0969,0.127633315,0.13805,0.1679167,6.13,300.001428571,300.171428571,295.791428571,302.1,297.9,18.7,77.8771428571,6.13,17.1514285714,2.42857142857,301.56428571429996,279.82142857143,305.95,297.54999999999995,4.6,3
63,sj,1991,29.0,0.0885,0.07733333,0.09982857,0.1166429,29.67,300.234285714,300.342857143,296.081428571,302.2,298.6,23.6,78.2414285714,29.67,17.4728571429,2.42857142857,301.95,280.06428571428995,307.04999999999995,297.04999999999995,12.2,3
64,sj,1991,30.0,0.0801,0.00805,0.1380333,0.1290667,56.58,299.808571429,299.978571429,296.332857143,302.1,298.2,27.4,81.4828571429,56.58,17.7342857143,2.24285714286,301.15,279.03571428570996,305.95,297.54999999999995,43.1,1
65,sj,1991,31.0,0.076625,0.060225,0.1906429,0.1593286,48.41,299.852857143,299.964285714,296.478571429,302.0,298.3,34.39,81.8971428571,48.41,17.8785714286,2.3,301.7214285714,279.49285714286,306.45,298.15,18.0,3
66,sj,1991,32.0,0.07315,0.1124,0.1925857,0.2093571,13.29,299.831428571,299.864285714,296.468571429,301.8,298.1,31.5,81.96,13.29,17.8957142857,2.24285714286,301.65,279.66428571429,305.95,297.54999999999995,12.5,3
67,sj,1991,33.0,0.0593,0.10527,0.1551,0.1567,0.0,300.42,300.65,296.484285714,302.8,298.7,20.4,79.1971428571,0.0,17.9114285714,2.18571428571,302.57857142859996,278.62142857143,306.45,298.75,3.3,3
68,sj,1991,34.0,0.0569,0.09814,0.1285143,0.1437286,51.88,300.311428571,300.385714286,296.581428571,302.6,298.3,25.47,80.2557142857,51.88,18.0114285714,2.4,302.4214285714,280.66428571429,307.54999999999995,297.54999999999995,1.5,3
69,sj,1991,35.0,0.0693,0.05705,0.22504,0.1864,55.2,300.117142857,300.2,296.67,302.3,298.6,23.8,81.5942857143,55.2,18.0914285714,2.37142857143,301.30714285709996,280.15,305.34999999999997,297.04999999999995,10.7,3
70,sj,1991,36.0,0.10805,0.091675,0.1398,0.1624143,65.9,300.105714286,300.15,296.798571429,302.3,298.4,42.33,82.31,65.9,18.2628571429,2.12857142857,302.09285714289996,280.69285714285996,307.54999999999995,297.54999999999995,27.2,3
71,sj,1991,37.0,0.10475,0.1598333,0.11208,0.1446429,33.56,300.54,300.635714286,296.451428571,302.8,298.7,11.4,78.6271428571,33.56,17.8957142857,3.04285714286,302.1214285714,280.84999999999997,307.04999999999995,296.45,61.0,3
72,sj,1991,38.0,0.1098,0.1527333,0.1685714,0.1688714,29.53,300.527142857,300.6,296.901428571,303.0,298.8,28.8,80.8771428571,29.53,18.4,2.45714285714,302.06428571429996,279.95,306.45,297.54999999999995,7.9,3
73,sj,1991,39.0,0.1676,0.1489,0.1714286,0.2181429,73.55,300.06,300.05,296.59,302.4,298.2,77.5,81.4242857143,73.55,18.0442857143,2.07142857143,301.29285714289995,279.83571428570997,305.95,297.54999999999995,31.8,1
74,sj,1991,40.0,0.1291,0.16672,0.177,0.1955571,31.68,299.65,299.692857143,296.397142857,301.6,298.3,60.0,82.4857142857,31.68,17.85,2.04285714286,300.89285714289997,280.06428571428995,305.95,296.45,26.5,2
75,sj,1991,41.0,0.093,0.093,0.1450833,0.1681667,32.1,299.562857143,299.671428571,295.887142857,302.0,297.6,55.1,80.5157142857,32.1,17.3442857143,2.25714285714,300.80714285709996,279.76428571429,304.84999999999997,295.95,8.3,2
76,sj,1991,42.0,0.0137,0.12886,0.1090429,0.1070286,3.29,299.897142857,299.921428571,296.018571429,302.0,298.1,31.19,79.3828571429,3.29,17.4314285714,2.3,301.6928571429,280.77857142857,307.04999999999995,297.54999999999995,21.3,3
77,sj,1991,43.0,0.1944,0.1186,0.1808143,0.1998714,50.24,299.891428571,299.992857143,295.455714286,302.0,298.0,12.6,76.7771428571,50.24,16.85,2.81428571429,300.9785714286,280.23571428571,305.95,296.45,3.5,3
78,sj,1991,44.0,0.094,0.09665,0.1255667,0.1213167,72.61,299.905714286,299.992857143,295.918571429,302.4,298.1,26.83,78.9871428571,72.61,17.3757142857,3.04285714286,301.2642857143,280.40714285714,305.95,297.54999999999995,4.8,2
79,sj,1991,45.0,0.0544,0.05475,0.1121333,0.1193857,42.92,299.09,299.278571429,295.567142857,302.6,297.3,74.83,81.0585714286,42.92,16.9671428571,2.9,300.33571428569996,279.90714285714,305.34999999999997,295.95,41.4,2
80,sj,1991,46.0,0.0954,0.1114,0.1949429,0.1980571,78.73,298.685714286,298.785714286,295.615714286,301.0,297.4,72.7,83.5142857143,78.73,17.0614285714,1.97142857143,299.80714285709996,279.89285714285995,304.25,295.34999999999997,28.2,2
81,sj,1991,47.0,0.00825,0.028425,0.1387429,0.1796429,0.0,298.698571429,298.707142857,294.03,300.8,297.1,15.1,75.5485714286,0.0,15.46,2.27142857143,299.4642857143,279.96428571429,303.15,295.34999999999997,9.4,2
82,sj,1991,48.0,0.08786667,0.1519,0.1796286,0.1661857,35.34,298.375714286,298.5,294.938571429,301.1,296.9,78.43,81.4857142857,35.34,16.3228571429,2.02857142857,299.4214285714,279.73571428571,303.15,295.34999999999997,76.2,2
83,sj,1991,49.0,0.0802,0.14025,0.1336286,0.1344571,0.0,298.642857143,298.842857143,294.974285714,300.5,297.7,35.1,80.2757142857,0.0,16.34,1.8,299.87857142859997,279.20714285713996,303.75,296.45,19.6,2
84,sj,1991,50.0,-0.02665,0.2128,0.2224143,0.2289429,0.0,298.518571429,298.592857143,294.514285714,300.2,297.3,26.8,78.6214285714,0.0,15.8842857143,2.01428571429,298.7642857143,279.00714285713997,302.54999999999995,294.84999999999997,34.2,2
85,sj,1991,51.0,0.04845,0.04613333,0.1144,0.04045714,0.0,298.084285714,298.135714286,292.865714286,299.6,296.6,8.76,72.8614285714,0.0,14.3357142857,2.07142857143,298.15,279.30714285714,302.04999999999995,293.75,6.1,2
86,sj,1991,52.0,0.12355,0.1237,0.1379333,0.1297556,0.0,296.521428571,296.507142857,292.045714286,299.2,294.3,19.3,76.1271428571,0.0,13.6357142857,2.21428571429,297.5071428571,279.33571428570997,301.45,292.54999999999995,13.7,2
87,sj,1992,1.0,0.1251,0.1578667,0.1852833,0.1813667,100.425,297.217142857,297.314285714,293.2514285715,299.79999999999995,295.20000000000005,18.8,78.71357142855,100.425,14.75714285715,2.257142857145,298.1571428571,279.992857142855,302.59999999999997,293.15,35.95,0
88,sj,1992,2.0,0.1008333,0.073575,0.1387143,0.1127857,45.70209134615384,297.912857143,298.121428571,294.457142857,300.4,296.1,40.1255940934066,81.3,45.70209134615384,15.8785714286,2.3,298.80714285709996,280.65,303.75,293.75,39.362293956043956,0
89,sj,1992,3.0,0.2224,0.2299,0.1984571,0.1994143,3.12,297.338571429,297.485714286,294.467142857,300.2,295.6,19.8,84.1171428571,3.12,15.8328571429,1.85714285714,298.6214285714,279.32142857143,304.25,294.84999999999997,32.3,4
90,sj,1992,4.0,0.1225333,0.13105,0.1888429,0.1688714,0.0,297.091428571,297.335714286,293.021428571,299.5,295.6,5.11,78.2914285714,0.0,14.4828571429,2.35714285714,298.0071428571,280.59285714286,303.75,293.15,1.3,4
91,sj,1992,5.0,0.11206664999999999,0.0483,0.1736714,0.1919286,0.0,297.42,297.55,292.718571429,299.3,295.5,6.5,75.22,0.0,14.1857142857,2.44285714286,297.95,279.73571428571,302.04999999999995,293.15,9.2,4
92,sj,1992,6.0,0.1016,0.0846,0.1117167,0.1879571,0.0,296.92,297.128571429,292.617142857,300.7,294.5,16.2,77.0585714286,0.0,14.1228571429,3.4,297.86428571429997,280.50714285713997,303.75,293.15,3.0,4
93,sj,1992,7.0,0.10341666666666667,0.1305,0.1957429,0.1788571,0.0,297.798571429,298.057142857,294.65,300.2,295.3,20.1,82.8757142857,0.0,16.06,2.2,299.1785714286,279.72142857142995,305.34999999999997,293.15,1.3,4
94,sj,1992,8.0,0.10523333333333333,0.1844667,0.1946143,0.2030571,0.0,297.898571429,298.107142857,293.628571429,300.1,296.3,4.4,77.2957142857,0.0,15.0128571429,2.58571428571,298.9071428571,280.53571428570996,307.04999999999995,294.84999999999997,8.9,4
95,sj,1992,9.0,0.10705,0.0815,0.1652429,0.1630571,0.0,297.472857143,297.678571429,292.967142857,299.3,296.3,14.4,76.0371428571,0.0,14.3814285714,2.41428571429,298.4357142857,279.32142857143,302.54999999999995,294.84999999999997,16.0,4
96,sj,1992,10.0,0.09695000000000001,0.18218,0.1910857,0.1928571,0.0,297.651428571,297.8,293.317142857,299.8,295.7,5.5,76.8785714286,0.0,14.7014285714,2.31428571429,298.80714285709996,280.96428571429,304.25,293.75,2.9,4
97,sj,1992,11.0,0.08685,0.09015,0.128,0.1551,23.22,297.634285714,297.785714286,293.54,299.6,296.1,12.6,78.0571428571,23.22,14.9442857143,2.51428571429,298.9357142857,280.90714285714,304.84999999999997,294.84999999999997,5.9,4
98,sj,1992,12.0,0.05305,0.08405,0.1417714,0.1345143,0.0,297.947142857,298.15,293.708571429,300.4,295.5,3.56,77.5057142857,0.0,15.1357142857,2.7,299.25,281.00714285713997,304.25,294.84999999999997,4.8,4
99,sj,1992,13.0,0.0765,0.08085,0.1348429,0.1068,0.0,297.218571429,297.428571429,293.578571429,300.3,295.8,21.0,80.2385714286,0.0,14.9685714286,2.8,299.34999999999997,278.86428571428996,305.34999999999997,295.34999999999997,2.3,4
100,sj,1992,14.0,0.09995,0.07765,0.1930667,0.1769,122.27,297.982857143,298.071428571,293.884285714,300.2,296.0,16.2,78.0671428571,122.27,15.2642857143,2.74285714286,299.37857142859997,280.67857142856997,304.25,294.84999999999997,24.1,0
101,sj,1992,15.0,0.1039,0.1315,0.1224714,0.1243857,43.21,298.682857143,298.878571429,294.195714286,301.6,295.9,11.1,76.3757142857,43.21,15.6128571429,3.61428571429,300.1357142857,280.99285714286,305.95,294.84999999999997,0.0,0
102,sj,1992,16.0,0.07515,0.09743333,0.1590286,0.1729857,83.11,297.831428571,298.0,294.942857143,300.4,296.6,70.6,84.1842857143,83.11,16.3242857143,2.14285714286,299.9642857143,279.03571428570996,304.84999999999997,295.95,24.5,0
103,sj,1992,17.0,0.0922,0.1137,0.1514143,0.1548286,36.16,298.088571429,298.257142857,294.048571429,300.6,296.5,25.8,78.4257142857,36.16,15.4528571429,2.82857142857,299.82142857139996,280.39285714285995,304.84999999999997,295.34999999999997,4.6,0
104,sj,1992,18.0,0.0125,0.0635,0.07031429,0.08944286,0.0,298.197142857,298.521428571,293.4,302.1,295.6,4.0,74.9328571429,0.0,14.9,3.61428571429,300.52142857139995,279.65,307.04999999999995,296.45,1.6,0
105,sj,1992,19.0,0.10875,0.2169,0.1823286,0.2073571,13.92,298.335714286,298.442857143,294.221428571,302.1,296.0,45.0,78.48,13.92,15.75,3.0,299.9357142857,280.06428571428995,307.04999999999995,295.34999999999997,32.0,0
106,sj,1992,20.0,0.101875,0.1278225242290522,0.20313015218956043,0.1259,2.94,298.334285714,298.514285714,294.275714286,300.4,296.4,27.5,78.3814285714,2.94,15.6871428571,2.22857142857,300.59285714289996,279.10714285714,304.25,295.95,8.1,0
107,sj,1992,21.0,0.1024,0.0686,0.06238333,0.0574,71.85,298.408571429,298.557142857,295.767142857,301.0,296.8,40.1255940934066,85.6471428571,45.70209134615384,17.2328571429,2.71428571429,301.0071428571,279.92142857143,305.95,296.45,39.362293956043956,0
